2, 2019, 4, 10, 21, 32, 52, 1.32, 40.00, -83.02, 194.00, 6
2, 2019, 4, 10, 21, 32, 55, 1.32, 40.00, -83.02, 194.00, 6
2, 2019, 4, 10, 21, 32, 55, 1.32, 40.00, -83.02, 194.00, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
2, 2019, 4, 10, 21, 33, 10, 1.32, 40.00, -83.02, 179.30, 6
3, 2019, 4, 10, 21, 39, 18, 1.32, 40.00, -83.02, 172.60, 6
3, 2019, 4, 10, 21, 39, 18, 1.32, 40.00, -83.02, 172.60, 6
2, 2019, 4, 10, 21, 39, 29, 1.32, 40.00, -83.02, 172.60, 6
3, 2019, 4, 10, 21, 39, 29, 1.32, 40.00, -83.02, 172.60, 6
2, 2019, 4, 10, 21, 39, 40, 1.32, 40.00, -83.02, 172.60, 6
1, 2019, 4, 10, 21, 43, 32, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 43, 43, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 44, 15, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 44, 15, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 44, 25, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 44, 25, 1.32, 40.00, -83.02, 226.10, 6
1, 2019, 4, 10, 21, 44, 25, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 44, 45, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 45, 5, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 45, 15, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 45, 15, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 45, 25, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 45, 55, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 46, 17, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 46, 28, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 46, 28, 1.32, 40.00, -83.02, 238.60, 6
1, 2019, 4, 10, 21, 46, 39, 1.32, 40.00, -83.02, 238.60, 6
